Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
Air France,8/6/2022,TLV,VCE,CDG,16:30,23:20,7h 50m,1 stop,926
Ryanair,8/6/2022,TLV,FCO,BER,12:55,19:50,7h 55m,1 stop,820
Lufthansa,8/6/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,511"
Brussels Airlines,8/6/2022,TLV,VCE,BRU,4:50,11:55,8h 05m,1 stop,"1,286"
KLM,8/6/2022,TLV,FCO,AMS,4:45,11:50,8h 05m,1 stop,"2,379"
Brussels Airlines,8/6/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"2,175"
Lufthansa,8/6/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"2,328"
Turkish Airlines,8/6/2022,TLV,FCO,IST,7:00,14:25,8h 25m,1 stop,"1,199"
ITA Airways,8/6/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,542
ITA Airways,8/6/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,535
Turkish Airlines,8/6/2022,TLV,FCO,IST,16:40,0:15,8h 35m,1 stop,680
Turkish Airlines,8/6/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Lufthansa,8/6/2022,TLV,FCO,FRA,4:50,12:35,8h 45m,1 stop,"1,511"
Turkish Airlines,8/6/2022,TLV,NAP,IST,10:30,18:25,8h 55m,1 stop,"1,168"
Austrian Airlines,8/6/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,470"
Ryanair,8/6/2022,TLV,NAP,VIE,12:00,20:00,9h 00m,1 stop,887
Lufthansa,8/6/2022,TLV,VCE,"FRA, MUC",4:50,12:50,9h 00m,2 stops,"1,632"
Turkish Airlines,8/6/2022,TLV,FCO,IST,10:30,18:45,9h 15m,1 stop,"1,017"
Iberia,8/6/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,124"
Pegasus Airlines,8/6/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,141"
Pegasus Airlines,8/6/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,354"
Turkish Airlines,8/6/2022,TLV,VCE,IST,10:30,19:10,9h 40m,1 stop,"1,240"
Lufthansa,8/6/2022,TLV,NAP,"FRA, MUC",8:00,16:45,9h 45m,2 stops,"1,710"
Air France,8/6/2022,TLV,NAP,CDG,7:50,16:40,9h 50m,1 stop,"1,395"
ITA Airways,8/6/2022,TLV,NAP,FCO,5:15,14:15,10h 00m,1 stop,617
Brussels Airlines,8/6/2022,TLV,FCO,"FRA, BRU",8:00,17:00,10h 00m,2 stops,"1,464"
Lufthansa,8/6/2022,TLV,VCE,FRA,4:50,13:50,10h 00m,1 stop,"1,511"
Lufthansa,8/6/2022,TLV,FCO,FRA,4:50,13:50,10h 00m,1 stop,"1,521"
Ryanair,8/7/2022,TLV,FCO,,19:00,21:45,3h 45m,nonstop,497
ITA Airways,8/7/2022,TLV,FCO,,15:15,18:00,3h 45m,nonstop,452
Wizz Air,8/7/2022,TLV,FCO,SOF,9:40,15:05,6h 25m,1 stop,313
Ryanair,8/7/2022,TLV,FCO,,19:00,21:45,3h 45m,nonstop,439
EL AL,8/7/2022,TLV,VCE,,18:15,21:05,3h 50m,nonstop,486
ITA Airways,8/7/2022,TLV,FCO,,5:15,8:00,3h 45m,nonstop,452
Wizz Air,8/7/2022,TLV,FCO,,12:05,14:50,3h 45m,nonstop,554
EL AL,8/7/2022,TLV,FCO,,18:00,20:40,3h 40m,nonstop,666
ISRAIR,8/7/2022,TLV,FCO,,15:40,18:25,3h 45m,nonstop,718
ITA Airways,8/7/2022,TLV,VCE,FCO,5:15,10:30,6h 15m,1 stop,460
BlueBird Airways,8/7/2022,TLV,FCO,,14:25,17:10,3h 45m,nonstop,921
Hahn Air Systems,8/7/2022,TLV,FCO,,14:25,17:10,3h 45m,nonstop,993
ITA Airways,8/7/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,396
Wizz Air,8/7/2022,TLV,FCO,CTA,11:10,16:50,6h 40m,1 stop,509
ITA Airways,8/7/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,542
ITA Airways,8/7/2022,TLV,NAP,"FCO, LIN",15:15,22:55,8h 40m,2 stops,602
Aegean Airlines,8/7/2022,TLV,FCO,ATH,5:10,9:35,5h 25m,1 stop,807
BlueBird Airways,8/7/2022,TLV,FCO,,14:25,17:10,3h 45m,nonstop,"1,093"
EL AL,8/7/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,"1,210"
Wizz Air,8/7/2022,TLV,VCE,CTA,11:10,19:20,9h 10m,1 stop,528
Turkish Airlines,8/7/2022,TLV,FCO,IST,16:40,0:15,8h 35m,1 stop,680
Ryanair,8/7/2022,TLV,NAP,BUD,12:20,21:15,9h 55m,1 stop,729
Aegean Airlines,8/7/2022,TLV,FCO,ATH,10:00,17:25,8h 25m,1 stop,807
Pegasus Airlines,8/7/2022,TLV,VCE,SAW,6:55,13:50,7h 55m,1 stop,838
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,872
easyJet,8/7/2022,TLV,VCE,BER,13:15,20:20,8h 05m,1 stop,901
Ryanair,8/7/2022,TLV,TSF,PFO,14:25,21:55,8h 30m,1 stop,933
Turkish Airlines,8/7/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,017"
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,"1,048"
Aegean Airlines,8/7/2022,TLV,NAP,ATH,5:10,8:55,4h 45m,1 stop,"1,163"
Turkish Airlines,8/7/2022,TLV,NAP,IST,10:30,18:25,8h 55m,1 stop,"1,168"
Turkish Airlines,8/7/2022,TLV,NAP,IST,0:50,8:50,9h 00m,1 stop,"1,168"
Turkish Airlines,8/7/2022,TLV,FCO,IST,10:30,18:45,9h 15m,1 stop,"1,171"
Turkish Airlines,8/7/2022,TLV,FCO,IST,7:00,14:25,8h 25m,1 stop,"1,199"
Brussels Airlines,8/7/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,"1,202"
Turkish Airlines,8/7/2022,TLV,VCE,IST,14:20,19:10,5h 50m,1 stop,"1,240"
Aegean Airlines,8/7/2022,TLV,VCE,ATH,5:10,9:35,5h 25m,1 stop,"1,263"
Air France,8/7/2022,TLV,VCE,CDG,16:30,23:20,7h 50m,1 stop,"1,341"
Egypt Air,8/7/2022,TLV,FCO,CAI,12:15,17:20,6h 05m,1 stop,"1,415"
Royal Jordanian,8/7/2022,TLV,FCO,AMM,8:30,14:40,7h 10m,1 stop,"1,464"
Austrian Airlines,8/7/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,470"
Austrian Airlines,8/7/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,470"
Pegasus Airlines,8/7/2022,TLV,VCE,SAW,5:10,13:50,9h 40m,1 stop,"1,109"
easyJet,8/7/2022,TLV,VCE,BSL,12:15,19:15,8h 00m,1 stop,"1,130"
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,143"
Turkish Airlines,8/7/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Turkish Airlines,8/7/2022,TLV,VCE,IST,10:30,19:10,9h 40m,1 stop,"1,240"
Iberia,8/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,304"
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,354"
Lufthansa,8/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,370"
Norwegian,8/7/2022,TLV,FCO,CPH,12:30,20:45,9h 15m,1 stop,"1,427"
Brussels Airlines,8/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,467"
Austrian Airlines,8/7/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,470"
Lufthansa,8/7/2022,TLV,VCE,MUC,17:10,22:55,6h 45m,1 stop,"1,495"
Lufthansa,8/7/2022,TLV,VCE,FRA,8:00,13:50,6h 50m,1 stop,"1,501"
Lufthansa,8/7/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,511"
Lufthansa,8/7/2022,TLV,FCO,FRA,4:50,12:35,8h 45m,1 stop,"1,511"
Lufthansa,8/7/2022,TLV,VCE,FRA,4:50,13:50,10h 00m,1 stop,"1,511"
Lufthansa,8/7/2022,TLV,FCO,FRA,4:50,13:50,10h 00m,1 stop,"1,520"
Austrian Airlines,8/7/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,543"
Lufthansa,8/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,562"
EL AL,8/7/2022,TLV,FCO,,18:00,20:40,3h 40m,nonstop,666
EL AL,8/7/2022,TLV,FCO,,6:05,8:45,3h 40m,nonstop,"1,210"
Ryanair,8/7/2022,TLV,FCO,,19:00,21:45,3h 45m,nonstop,439
ITA Airways,8/7/2022,TLV,FCO,,5:15,8:00,3h 45m,nonstop,452
ITA Airways,8/7/2022,TLV,FCO,,15:15,18:00,3h 45m,nonstop,452
Wizz Air,8/7/2022,TLV,FCO,,12:05,14:50,3h 45m,nonstop,554
ISRAIR,8/7/2022,TLV,FCO,,15:40,18:25,3h 45m,nonstop,718
BlueBird Airways,8/7/2022,TLV,FCO,,14:25,17:10,3h 45m,nonstop,921
Hahn Air Systems,8/7/2022,TLV,FCO,,14:25,17:10,3h 45m,nonstop,993
BlueBird Airways,8/7/2022,TLV,FCO,,14:25,17:10,3h 45m,nonstop,"1,093"
EL AL,8/7/2022,TLV,VCE,,18:15,21:05,3h 50m,nonstop,486
Aegean Airlines,8/7/2022,TLV,NAP,ATH,5:10,8:55,4h 45m,1 stop,"1,163"
Aegean Airlines,8/7/2022,TLV,FCO,ATH,5:10,9:35,5h 25m,1 stop,807
Aegean Airlines,8/7/2022,TLV,VCE,ATH,5:10,9:35,5h 25m,1 stop,"1,263"
Turkish Airlines,8/7/2022,TLV,VCE,IST,14:20,19:10,5h 50m,1 stop,"1,240"
Egypt Air,8/7/2022,TLV,FCO,CAI,12:15,17:20,6h 05m,1 stop,"1,415"
Turkish Airlines,8/7/2022,TLV,FCO,IST,4:50,10:00,6h 10m,1 stop,"1,017"
Austrian Airlines,8/7/2022,TLV,FCO,VIE,15:35,20:45,6h 10m,1 stop,"1,470"
ITA Airways,8/7/2022,TLV,VCE,FCO,5:15,10:30,6h 15m,1 stop,460
Wizz Air,8/7/2022,TLV,FCO,SOF,9:40,15:05,6h 25m,1 stop,313
Lufthansa,8/7/2022,TLV,NAP,MUC,17:10,22:35,6h 25m,1 stop,"1,562"
Wizz Air,8/7/2022,TLV,FCO,CTA,11:10,16:50,6h 40m,1 stop,509
Lufthansa,8/7/2022,TLV,VCE,MUC,17:10,22:55,6h 45m,1 stop,"1,495"
Lufthansa,8/7/2022,TLV,VCE,FRA,8:00,13:50,6h 50m,1 stop,"1,501"
Austrian Airlines,8/7/2022,TLV,VCE,VIE,15:35,21:35,7h 00m,1 stop,"1,470"
Royal Jordanian,8/7/2022,TLV,FCO,AMM,8:30,14:40,7h 10m,1 stop,"1,464"
Brussels Airlines,8/7/2022,TLV,VCE,BRU,16:05,22:50,7h 45m,1 stop,"1,202"
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,872
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,6:55,13:45,7h 50m,1 stop,"1,048"
Air France,8/7/2022,TLV,VCE,CDG,16:30,23:20,7h 50m,1 stop,"1,341"
Pegasus Airlines,8/7/2022,TLV,VCE,SAW,6:55,13:50,7h 55m,1 stop,838
Lufthansa,8/7/2022,TLV,FCO,FRA,16:30,23:25,7h 55m,1 stop,"1,511"
easyJet,8/7/2022,TLV,VCE,BSL,12:15,19:15,8h 00m,1 stop,"1,130"
easyJet,8/7/2022,TLV,VCE,BER,13:15,20:20,8h 05m,1 stop,901
KLM,8/7/2022,TLV,FCO,AMS,4:45,11:50,8h 05m,1 stop,"2,379"
Lufthansa,8/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,370"
Brussels Airlines,8/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,467"
Lufthansa,8/7/2022,TLV,NAP,FRA,4:50,12:05,8h 15m,1 stop,"1,585"
Aegean Airlines,8/7/2022,TLV,FCO,ATH,10:00,17:25,8h 25m,1 stop,807
Turkish Airlines,8/7/2022,TLV,FCO,IST,7:00,14:25,8h 25m,1 stop,"1,199"
ITA Airways,8/7/2022,TLV,NAP,FCO,15:15,22:45,8h 30m,1 stop,542
Ryanair,8/7/2022,TLV,TSF,PFO,14:25,21:55,8h 30m,1 stop,933
ITA Airways,8/7/2022,TLV,VCE,FCO,15:15,22:50,8h 35m,1 stop,396
Turkish Airlines,8/7/2022,TLV,FCO,IST,16:40,0:15,8h 35m,1 stop,680
ITA Airways,8/7/2022,TLV,NAP,"FCO, LIN",15:15,22:55,8h 40m,2 stops,602
Turkish Airlines,8/7/2022,TLV,VCE,IST,0:50,8:30,8h 40m,1 stop,"1,240"
Lufthansa,8/7/2022,TLV,FCO,FRA,4:50,12:35,8h 45m,1 stop,"1,511"
Austrian Airlines,8/7/2022,TLV,NAP,VIE,6:15,14:05,8h 50m,1 stop,"1,543"
Turkish Airlines,8/7/2022,TLV,NAP,IST,10:30,18:25,8h 55m,1 stop,"1,168"
Austrian Airlines,8/7/2022,TLV,VCE,VIE,6:15,14:10,8h 55m,1 stop,"1,470"
Turkish Airlines,8/7/2022,TLV,NAP,IST,0:50,8:50,9h 00m,1 stop,"1,168"
Lufthansa,8/7/2022,TLV,VCE,"FRA, MUC",4:50,12:50,9h 00m,2 stops,"1,651"
Wizz Air,8/7/2022,TLV,VCE,CTA,11:10,19:20,9h 10m,1 stop,528
Turkish Airlines,8/7/2022,TLV,FCO,IST,10:30,18:45,9h 15m,1 stop,"1,171"
Norwegian,8/7/2022,TLV,FCO,CPH,12:30,20:45,9h 15m,1 stop,"1,427"
Lufthansa,8/7/2022,TLV,VCE,"FRA, MUC",8:00,16:20,9h 20m,2 stops,"1,651"
Iberia,8/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,304"
Iberia,8/7/2022,TLV,FCO,MAD,5:30,14:00,9h 30m,1 stop,"1,760"
Aegean Airlines,8/7/2022,TLV,FCO,"HER, ATH",12:40,21:10,9h 30m,2 stops,"3,358"
Pegasus Airlines,8/7/2022,TLV,FCO,SAW,5:10,13:45,9h 35m,1 stop,"1,143"
EL AL,6/6/2022,TLV,MUC,,15:45,18:50,4h 05m,nonstop,534
EL AL,6/6/2022,TLV,FRA,,6:10,9:40,4h 30m,nonstop,547
LOT,6/6/2022,TLV,BER,WAW,5:05,10:35,6h 30m,1 stop,585
EL AL,6/6/2022,TLV,BER,,17:30,20:50,4h 20m,nonstop,615
Pegasus Airlines,6/6/2022,TLV,FRA,SAW,6:55,13:50,7h 55m,1 stop,654
Ryanair,6/6/2022,TLV,BER,,11:55,15:10,4h 15m,nonstop,695
AnadoluJet,6/6/2022,TLV,BER,SAW,6:20,11:20,6h 00m,1 stop,697
easyJet,6/6/2022,TLV,BER,,14:10,17:45,4h 35m,nonstop,698
Aegean Airlines,6/6/2022,TLV,FRA,ATH,5:10,10:15,6h 05m,1 stop,704
LOT,6/6/2022,TLV,BER,WAW,10:55,18:30,8h 35m,1 stop,707
Turkish Airlines,6/6/2022,TLV,MUC,IST,0:50,9:25,9h 35m,1 stop,710
LOT,6/6/2022,TLV,MUC,WAW,10:55,18:50,8h 55m,1 stop,712
AnadoluJet,6/6/2022,TLV,MUC,SAW,6:20,12:00,6h 40m,1 stop,717
AnadoluJet,6/6/2022,TLV,BER,AYT,11:15,19:10,8h 55m,1 stop,721
AnadoluJet,6/6/2022,TLV,FRA,SAW,6:20,12:30,7h 10m,1 stop,741
Aegean Airlines,6/6/2022,TLV,MUC,ATH,5:10,10:15,6h 05m,1 stop,768
LOT,6/6/2022,TLV,FRA,WAW,5:05,11:35,7h 30m,1 stop,774
Pegasus Airlines,6/6/2022,TLV,MUC,SAW,5:10,11:40,7h 30m,1 stop,838
Pegasus Airlines,6/6/2022,TLV,FRA,SAW,5:10,13:50,9h 40m,1 stop,838
Pegasus Airlines,6/6/2022,TLV,BER,SAW,5:10,12:10,8h 00m,1 stop,848
Turkish Airlines,6/6/2022,TLV,FRA,IST,4:50,10:15,6h 25m,1 stop,"1,036"
Turkish Airlines,6/6/2022,TLV,FRA,IST,4:50,13:50,10h 00m,1 stop,"1,036"
Aegean Airlines,6/6/2022,TLV,FRA,"HER, ATH",12:10,20:20,9h 10m,2 stops,"1,049"
Lufthansa,6/6/2022,TLV,BER,MUC,17:10,22:35,6h 25m,1 stop,"1,265"
Finnair,6/6/2022,TLV,BER,HEL,23:50,8:25,9h 35m,1 stop,"1,277"
easyJet,6/6/2022,TLV,BER,AMS,14:20,22:55,9h 35m,1 stop,"1,278"
Lufthansa,6/6/2022,TLV,BER,FRA,16:30,22:25,6h 55m,1 stop,"1,307"
Lufthansa,6/6/2022,TLV,BER,FRA,4:50,10:55,7h 05m,1 stop,"1,307"
Lufthansa,6/6/2022,TLV,BER,FRA,4:50,12:55,9h 05m,1 stop,"1,307"
Lufthansa,6/6/2022,TLV,MUC,,17:10,20:10,4h 00m,nonstop,"1,349"
Lufthansa,6/6/2022,TLV,FRA,,16:30,20:00,4h 30m,nonstop,"1,526"
Lufthansa,6/6/2022,TLV,FRA,,4:50,8:20,4h 30m,nonstop,"1,526"
Brussels Airlines,6/6/2022,TLV,MUC,BRU,16:05,22:00,6h 55m,1 stop,"1,610"
Brussels Airlines,6/6/2022,TLV,BER,BRU,16:05,22:10,7h 05m,1 stop,"1,665"
Lufthansa,6/6/2022,TLV,MUC,"FRA, QWU, ...",4:50,13:06,9h 16m,3 stops,"1,697"
Austrian Airlines,6/6/2022,TLV,BER,VIE,15:35,22:15,7h 40m,1 stop,"1,698"
Austrian Airlines,6/6/2022,TLV,BER,VIE,6:15,14:20,9h 05m,1 stop,"1,698"
SWISS,6/6/2022,TLV,MUC,ZRH,4:50,10:10,6h 20m,1 stop,"1,701"
Austrian Airlines,6/6/2022,TLV,MUC,VIE,15:35,20:50,6h 15m,1 stop,"1,723"
Austrian Airlines,6/6/2022,TLV,MUC,VIE,6:15,14:30,9h 15m,1 stop,"1,723"
Turkish Airlines,6/6/2022,TLV,BER,IST,0:50,9:45,9h 55m,1 stop,"1,726"
SWISS,6/6/2022,TLV,FRA,ZRH,4:50,12:15,8h 25m,1 stop,"1,732"
Austrian Airlines,6/6/2022,TLV,MUC,VIE,6:15,14:15,9h 00m,1 stop,"1,733"
Aegean Airlines,6/6/2022,TLV,FRA,ATH,5:10,13:15,9h 05m,1 stop,"1,733"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,6:15,11:40,6h 25m,1 stop,"1,746"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,15:35,21:40,7h 05m,1 stop,"1,746"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,15:35,20:35,6h 00m,1 stop,"1,750"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,6:15,12:35,7h 20m,1 stop,"1,750"
Lufthansa,6/6/2022,TLV,MUC,FRA,16:30,22:10,6h 40m,1 stop,"1,769"
Lufthansa,6/6/2022,TLV,MUC,FRA,4:50,11:10,7h 20m,1 stop,"1,769"
Lufthansa,6/6/2022,TLV,MUC,FRA,4:50,13:10,9h 20m,1 stop,"1,769"
KLM,6/6/2022,TLV,FRA,AMS,4:45,13:35,9h 50m,1 stop,"2,067"
Lufthansa,6/6/2022,TLV,FRA,,8:00,11:30,4h 30m,nonstop,"2,144"
Lufthansa,6/6/2022,TLV,MUC,,7:15,10:15,4h 00m,nonstop,"2,245"
KLM,6/6/2022,TLV,FRA,AMS,4:45,11:00,7h 15m,1 stop,"2,333"
Lufthansa,6/6/2022,TLV,MUC,FRA,8:00,14:10,7h 10m,1 stop,"2,410"
Lufthansa,6/6/2022,TLV,FRA,MUC,7:15,12:00,5h 45m,1 stop,"2,706"
Lufthansa,6/6/2022,TLV,FRA,MUC,7:15,13:00,6h 45m,1 stop,"2,747"
Lufthansa,6/6/2022,TLV,BER,FRA,8:00,15:55,8h 55m,1 stop,"2,804"
Lufthansa,6/6/2022,TLV,BER,MUC,7:15,16:05,9h 50m,1 stop,"2,912"
EL AL,6/6/2022,TLV,MUC,,15:45,18:50,4h 05m,nonstop,617
EL AL,6/6/2022,TLV,MUC,,15:45,18:50,4h 05m,nonstop,534
EL AL,6/6/2022,TLV,FRA,,6:10,9:40,4h 30m,nonstop,547
EL AL,6/6/2022,TLV,BER,,17:30,20:50,4h 20m,nonstop,615
Ryanair,6/6/2022,TLV,BER,,11:55,15:10,4h 15m,nonstop,695
easyJet,6/6/2022,TLV,BER,,14:10,17:45,4h 35m,nonstop,698
LOT,6/6/2022,TLV,BER,WAW,5:05,10:35,6h 30m,1 stop,585
AnadoluJet,6/6/2022,TLV,BER,SAW,6:20,11:20,6h 00m,1 stop,697
Aegean Airlines,6/6/2022,TLV,FRA,ATH,5:10,10:15,6h 05m,1 stop,704
AnadoluJet,6/6/2022,TLV,MUC,SAW,6:20,12:00,6h 40m,1 stop,717
Pegasus Airlines,6/6/2022,TLV,FRA,SAW,6:55,13:50,7h 55m,1 stop,654
LOT,6/6/2022,TLV,BER,WAW,10:55,18:30,8h 35m,1 stop,707
LOT,6/6/2022,TLV,MUC,WAW,10:55,18:50,8h 55m,1 stop,712
AnadoluJet,6/6/2022,TLV,BER,AYT,11:15,19:10,8h 55m,1 stop,721
AnadoluJet,6/6/2022,TLV,FRA,SAW,6:20,12:30,7h 10m,1 stop,741
Aegean Airlines,6/6/2022,TLV,MUC,ATH,5:10,10:15,6h 05m,1 stop,768
LOT,6/6/2022,TLV,FRA,WAW,5:05,11:35,7h 30m,1 stop,774
Pegasus Airlines,6/6/2022,TLV,MUC,SAW,5:10,11:40,7h 30m,1 stop,838
Turkish Airlines,6/6/2022,TLV,FRA,IST,4:50,10:15,6h 25m,1 stop,"1,036"
Lufthansa,6/6/2022,TLV,MUC,,17:10,20:10,4h 00m,nonstop,"1,349"
Turkish Airlines,6/6/2022,TLV,MUC,IST,0:50,9:25,9h 35m,1 stop,710
Pegasus Airlines,6/6/2022,TLV,FRA,SAW,5:10,13:50,9h 40m,1 stop,838
Pegasus Airlines,6/6/2022,TLV,BER,SAW,5:10,12:10,8h 00m,1 stop,848
Turkish Airlines,6/6/2022,TLV,FRA,IST,4:50,13:50,10h 00m,1 stop,"1,036"
Aegean Airlines,6/6/2022,TLV,FRA,"HER, ATH",12:10,20:20,9h 10m,2 stops,"1,049"
Lufthansa,6/6/2022,TLV,BER,MUC,17:10,22:35,6h 25m,1 stop,"1,265"
Lufthansa,6/6/2022,TLV,BER,FRA,16:30,22:25,6h 55m,1 stop,"1,307"
Lufthansa,6/6/2022,TLV,BER,FRA,4:50,10:55,7h 05m,1 stop,"1,307"
Lufthansa,6/6/2022,TLV,BER,FRA,4:50,12:55,9h 05m,1 stop,"1,307"
Lufthansa,6/6/2022,TLV,FRA,,16:30,20:00,4h 30m,nonstop,"1,526"
Lufthansa,6/6/2022,TLV,FRA,,4:50,8:20,4h 30m,nonstop,"1,526"
Brussels Airlines,6/6/2022,TLV,MUC,BRU,16:05,22:00,6h 55m,1 stop,"1,610"
Brussels Airlines,6/6/2022,TLV,BER,BRU,16:05,22:10,7h 05m,1 stop,"1,665"
Austrian Airlines,6/6/2022,TLV,BER,VIE,15:35,22:15,7h 40m,1 stop,"1,698"
SWISS,6/6/2022,TLV,MUC,ZRH,4:50,10:10,6h 20m,1 stop,"1,701"
Austrian Airlines,6/6/2022,TLV,MUC,VIE,15:35,20:50,6h 15m,1 stop,"1,723"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,6:15,11:40,6h 25m,1 stop,"1,746"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,15:35,21:40,7h 05m,1 stop,"1,746"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,15:35,20:35,6h 00m,1 stop,"1,750"
Austrian Airlines,6/6/2022,TLV,FRA,VIE,6:15,12:35,7h 20m,1 stop,"1,750"
Lufthansa,6/6/2022,TLV,MUC,FRA,16:30,22:10,6h 40m,1 stop,"1,769"
Lufthansa,6/6/2022,TLV,FRA,,8:00,11:30,4h 30m,nonstop,"2,144"
Lufthansa,6/6/2022,TLV,MUC,,7:15,10:15,4h 00m,nonstop,"2,245"
Finnair,6/6/2022,TLV,BER,HEL,23:50,8:25,9h 35m,1 stop,"1,277"
easyJet,6/6/2022,TLV,BER,AMS,14:20,22:55,9h 35m,1 stop,"1,278"
Lufthansa,6/6/2022,TLV,MUC,"FRA, QWU, ...",4:50,13:06,9h 16m,3 stops,"1,697"
Austrian Airlines,6/6/2022,TLV,BER,VIE,6:15,14:20,9h 05m,1 stop,"1,698"
Austrian Airlines,6/6/2022,TLV,MUC,VIE,6:15,14:30,9h 15m,1 stop,"1,723"
Turkish Airlines,6/6/2022,TLV,BER,IST,0:50,9:45,9h 55m,1 stop,"1,726"
SWISS,6/6/2022,TLV,FRA,ZRH,4:50,12:15,8h 25m,1 stop,"1,732"
Austrian Airlines,6/6/2022,TLV,MUC,VIE,6:15,14:15,9h 00m,1 stop,"1,733"
Aegean Airlines,6/6/2022,TLV,FRA,ATH,5:10,13:15,9h 05m,1 stop,"1,733"
Lufthansa,6/6/2022,TLV,MUC,FRA,4:50,11:10,7h 20m,1 stop,"1,769"
Lufthansa,6/6/2022,TLV,MUC,FRA,4:50,13:10,9h 20m,1 stop,"1,769"
KLM,6/6/2022,TLV,FRA,AMS,4:45,13:35,9h 50m,1 stop,"2,067"
KLM,6/6/2022,TLV,FRA,AMS,4:45,11:00,7h 15m,1 stop,"2,333"
Lufthansa,6/6/2022,TLV,MUC,FRA,8:00,14:10,7h 10m,1 stop,"2,410"
Lufthansa,6/6/2022,TLV,FRA,MUC,7:15,12:00,5h 45m,1 stop,"2,706"
Lufthansa,6/6/2022,TLV,FRA,MUC,7:15,13:00,6h 45m,1 stop,"2,747"
Lufthansa,6/6/2022,TLV,BER,FRA,8:00,15:55,8h 55m,1 stop,"2,804"
Lufthansa,6/6/2022,TLV,BER,MUC,7:15,16:05,9h 50m,1 stop,"2,912"
Lufthansa,6/6/2022,TLV,MUC,,17:10,20:10,4h 00m,nonstop,"1,349"
Lufthansa,6/6/2022,TLV,MUC,,7:15,10:15,4h 00m,nonstop,"2,245"
EL AL,6/6/2022,TLV,MUC,,15:45,18:50,4h 05m,nonstop,534
Ryanair,6/6/2022,TLV,BER,,11:55,15:10,4h 15m,nonstop,695
EL AL,6/6/2022,TLV,BER,,17:30,20:50,4h 20m,nonstop,615
EL AL,6/6/2022,TLV,FRA,,6:10,9:40,4h 30m,nonstop,547
Lufthansa,6/6/2022,TLV,FRA,,16:30,20:00,4h 30m,nonstop,"1,526"
Lufthansa,6/6/2022,TLV,FRA,,4:50,8:20,4h 30m,nonstop,"1,526"
Lufthansa,6/6/2022,TLV,FRA,,8:00,11:30,4h 30m,nonstop,"2,144"
easyJet,6/6/2022,TLV,BER,,14:10,17:45,4h 35m,nonstop,698
Lufthansa,6/6/2022,TLV,FRA,MUC,7:15,12:00,5h 45m,1 stop,"2,706"
Lufthansa,6/6/2022,TLV,BER,MUC,7:15,12:05,5h 50m,1 stop,"4,638"
